bidding_profile,contribution,demand
"47, [6, 11]",8.0,17
"12, [28, 34]",3.0,14
"16, [12, 17]",3.0,20
"7, [34, 38]",2.0,15
"1, [46, 47]",1.0,15
"9, [29, 32]",3.0,18
"10, [33, 37]",2.0,13
"4, [25, 28]",1.0,5
"26, [5, 9]",7.0,20
"3, [29, 32]",1.0,7
"17, [44, 46]",7.0,5
"2, [18, 19]",2.0,7
"1, [47, 48]",1.0,14
"14, [46, 50]",3.0,11
"2, [16, 17]",2.0,13
"28, [26, 30]",2.0,13
"29, [28, 30]",3.0,16
"4, [41, 44]",1.0,14
"24, [35, 38]",1.0,17
"15, [23, 29]",7.0,16
"14, [23, 25]",1.0,10
"39, [28, 33]",1.0,14
"34, [12, 17]",3.0,20
"5, [48, 50]",3.0,15
"15, [1, 5]",3.0,11
"6, [30, 34]",3.0,19
"18, [47, 50]",5.0,11
"4, [31, 35]",1.0,12
"1, [18, 18]",2.0,14
"23, [37, 42]",7.0,18
"14, [23, 29]",2.0,16
"5, [6, 11]",2.0,19
"12, [18, 24]",2.0,9
"4, [48, 49]",3.0,7
"11, [33, 38]",3.0,11
"5, [16, 20]",2.0,13
"2, [20, 23]",1.0,20
"5, [48, 50]",2.0,20
"11, [4, 7]",6.0,13
"3, [13, 14]",2.0,9
"2, [11, 14]",1.0,12
"6, [8, 10]",6.0,15
"34, [39, 43]",1.0,12
"3, [20, 22]",1.0,11
"3, [26, 28]",2.0,17
"1, [34, 34]",3.0,5
"3, [1, 4]",1.0,15
"5, [27, 32]",1.0,10
"4, [27, 29]",3.0,18
"13, [15, 18]",5.0,12
"1, [31, 33]",1.0,
"10, [5, 11]",3.0,
"21, [49, 50]",13.0,
"13, [42, 45]",4.0,
"5, [46, 48]",3.0,
"10, [35, 39]",2.0,
"16, [1, 3]",7.0,
"3, [25, 28]",1.0,
"13, [5, 7]",5.0,
"13, [23, 25]",9.0,
"19, [7, 10]",5.0,
"42, [5, 10]",8.0,
"5, [36, 38]",1.0,
"6, [15, 16]",6.0,
"5, [30, 32]",5.0,
"8, [19, 22]",3.0,
"17, [38, 42]",1.0,
"30, [19, 24]",1.0,
"22, [9, 15]",5.0,
"5, [12, 14]",3.0,
"4, [26, 29]",3.0,
"2, [26, 29]",1.0,
"22, [11, 16]",4.0,
"21, [1, 5]",5.0,
"5, [23, 25]",2.0,
"5, [22, 26]",1.0,
"2, [18, 23]",1.0,
"8, [19, 23]",1.0,
"4, [33, 37]",2.0,
"7, [9, 13]",3.0,
"1, [36, 37]",1.0,
"5, [26, 28]",2.0,
"22, [39, 42]",1.0,
"46, [44, 45]",7.0,
"2, [5, 5]",3.0,
"3, [38, 40]",1.0,
"15, [3, 5]",5.0,
"8, [26, 28]",3.0,
"37, [19, 21]",2.0,
"3, [20, 23]",1.0,
"9, [5, 6]",5.0,
"17, [10, 13]",5.0,
"32, [29, 33]",2.0,
"3, [25, 28]",1.0,
"31, [18, 20]",2.0,
"2, [29, 31]",1.0,
"15, [4, 7]",10.0,
"16, [37, 42]",8.0,
"2, [4, 9]",1.0,
"2, [11, 15]",1.0,
"4, [20, 24]",1.0,
"5, [15, 19]",2.0,
"16, [27, 32]",3.0,
"35, [17, 20]",12.0,
"18, [44, 46]",7.0,
"17, [47, 48]",4.0,
"8, [34, 37]",3.0,
"20, [8, 13]",7.0,
"20, [20, 23]",1.0,
"7, [46, 49]",2.0,
"1, [26, 26]",3.0,
"6, [26, 29]",4.0,
"2, [16, 17]",2.0,
"8, [35, 41]",2.0,
"2, [14, 17]",1.0,
"1, [1, 6]",2.0,
"22, [3, 4]",11.0,
"2, [1, 1]",6.0,
"9, [44, 46]",4.0,
"1, [12, 12]",3.0,
"18, [1, 4]",7.0,
"3, [38, 40]",1.0,
"35, [1, 6]",1.0,
"2, [21, 23]",1.0,
"8, [4, 7]",2.0,
"3, [11, 13]",1.0,
"1, [21, 22]",1.0,
"2, [40, 42]",1.0,
"6, [37, 42]",1.0,
"6, [45, 49]",3.0,
"3, [46, 49]",2.0,
"5, [1, 2]",5.0,
"6, [32, 35]",4.0,
"11, [7, 10]",3.0,
"1, [41, 41]",1.0,
"9, [34, 36]",3.0,
"10, [28, 32]",2.0,
"15, [37, 39]",8.0,
"8, [31, 33]",4.0,
"5, [36, 40]",1.0,
"2, [20, 23]",1.0,
"8, [7, 8]",7.0,
"9, [23, 28]",6.0,
"1, [21, 21]",1.0,
"1, [20, 22]",1.0,
"1, [48, 50]",1.0,
"14, [30, 33]",4.0,
"18, [17, 21]",4.0,
"5, [37, 41]",1.0,
"3, [40, 43]",1.0,
"12, [1, 12]",3.0,
"7, [39, 50]",1.0,
"12, [27, 38]",2.0,
"7, [20, 31]",1.0,
"4, [39, 50]",1.0,
