bidding_profile,contribution,demand
"4, [15, 21]",1.0,19
"22, [17, 19]",8.0,20
"1, [22, 22]",2.0,8
"6, [31, 31]",10.0,13
"13, [19, 21]",8.0,12
"1, [48, 48]",1.0,5
"23, [7, 10]",1.0,15
"10, [11, 14]",3.0,12
"8, [37, 41]",2.0,7
"1, [45, 45]",1.0,9
"7, [10, 14]",2.0,6
"4, [21, 23]",2.0,17
"1, [27, 27]",1.0,16
"16, [47, 50]",5.0,9
"3, [23, 25]",1.0,9
"70, [30, 33]",23.0,17
"1, [22, 23]",1.0,7
"7, [13, 19]",1.0,10
"18, [18, 22]",5.0,17
"4, [22, 26]",2.0,7
"8, [35, 38]",3.0,10
"21, [33, 36]",7.0,19
"66, [33, 35]",5.0,15
"4, [19, 22]",3.0,16
"5, [12, 14]",3.0,20
"23, [1, 4]",11.0,17
"8, [1, 3]",6.0,10
"8, [27, 31]",3.0,15
"13, [20, 23]",5.0,10
"11, [41, 45]",5.0,13
"18, [1, 2]",10.0,5
"3, [37, 42]",1.0,10
"3, [6, 8]",2.0,5
"5, [5, 5]",10.0,20
"4, [44, 48]",1.0,10
"4, [38, 39]",4.0,14
"34, [40, 46]",1.0,12
"68, [40, 45]",2.0,15
"18, [47, 50]",5.0,11
"1, [11, 11]",1.0,5
"15, [18, 22]",8.0,19
"48, [19, 24]",8.0,6
"5, [36, 40]",1.0,19
"4, [34, 37]",1.0,16
"9, [38, 41]",4.0,5
"4, [42, 43]",2.0,8
"17, [36, 38]",1.0,14
"1, [4, 4]",2.0,11
"3, [38, 42]",1.0,15
"43, [18, 24]",3.0,15
"4, [38, 41]",3.0,
"12, [40, 46]",2.0,
"2, [37, 40]",1.0,
"4, [13, 16]",1.0,
"4, [4, 8]",1.0,
"12, [5, 9]",4.0,
"5, [20, 21]",5.0,
"25, [25, 28]",8.0,
"2, [43, 46]",1.0,
"4, [39, 40]",2.0,
"1, [40, 41]",1.0,
"7, [47, 48]",4.0,
"4, [40, 44]",1.0,
"12, [41, 44]",4.0,
"72, [24, 29]",1.0,
"2, [15, 16]",1.0,
"3, [8, 8]",3.0,
"20, [32, 35]",5.0,
"13, [34, 38]",5.0,
"6, [27, 31]",3.0,
"23, [18, 21]",8.0,
"4, [23, 27]",1.0,
"11, [33, 36]",4.0,
"4, [48, 49]",3.0,
"12, [40, 46]",2.0,
"20, [7, 10]",3.0,
"2, [22, 25]",1.0,
"26, [7, 10]",9.0,
"2, [46, 50]",1.0,
"22, [42, 46]",4.0,
"32, [25, 28]",15.0,
"6, [40, 42]",2.0,
"85, [3, 4]",2.0,
"19, [35, 41]",4.0,
"6, [22, 25]",2.0,
"25, [1, 5]",9.0,
"3, [36, 38]",1.0,
"8, [33, 35]",4.0,
"18, [16, 20]",9.0,
"12, [20, 25]",5.0,
"1, [6, 8]",1.0,
"6, [50, 50]",6.0,
"3, [23, 27]",1.0,
"3, [6, 10]",1.0,
"37, [23, 27]",1.0,
"5, [42, 48]",1.0,
"2, [37, 41]",1.0,
"16, [32, 34]",7.0,
"3, [6, 8]",1.0,
"9, [18, 20]",8.0,
"3, [48, 49]",3.0,
"8, [34, 37]",2.0,
"89, [2, 2]",7.0,
"4, [45, 48]",1.0,
"5, [13, 19]",1.0,
"4, [10, 14]",2.0,
"9, [32, 34]",3.0,
"14, [10, 16]",3.0,
"9, [32, 33]",3.0,
"62, [28, 32]",1.0,
"14, [43, 46]",1.0,
"8, [19, 23]",4.0,
"78, [18, 20]",8.0,
"5, [41, 42]",5.0,
"9, [6, 11]",2.0,
"73, [29, 33]",1.0,
"3, [7, 8]",4.0,
"30, [47, 50]",2.0,
"6, [39, 44]",1.0,
"23, [15, 19]",1.0,
"5, [36, 40]",1.0,
"7, [32, 34]",4.0,
"23, [46, 50]",1.0,
"5, [42, 46]",2.0,
"2, [1, 1]",5.0,
"10, [9, 12]",3.0,
"2, [21, 24]",1.0,
"2, [31, 33]",1.0,
"18, [12, 16]",4.0,
"29, [43, 47]",1.0,
"11, [42, 45]",5.0,
"2, [14, 16]",1.0,
"86, [31, 33]",8.0,
"4, [47, 50]",1.0,
"7, [28, 34]",1.0,
"17, [17, 23]",3.0,
"53, [12, 17]",6.0,
"65, [1, 4]",10.0,
"13, [41, 44]",4.0,
"4, [14, 19]",1.0,
"4, [26, 29]",3.0,
"11, [26, 29]",3.0,
"5, [48, 50]",2.0,
"50, [12, 15]",6.0,
"44, [34, 35]",2.0,
"6, [14, 19]",1.0,
"5, [45, 49]",1.0,
"14, [16, 21]",7.0,
"4, [13, 16]",1.0,
"4, [49, 50]",2.0,
"10, [15, 26]",1.0,
"6, [36, 47]",1.0,
"11, [24, 35]",1.0,
"5, [3, 14]",1.0,
