bidding_profile,contribution,demand
"4, [15, 17]",3.0,12
"11, [13, 18]",4.0,18
"5, [33, 38]",1.0,17
"5, [36, 41]",2.0,11
"15, [15, 18]",4.0,6
"3, [8, 10]",3.0,18
"30, [1, 4]",4.0,5
"60, [21, 25]",1.0,12
"6, [28, 29]",4.0,6
"15, [28, 32]",8.0,20
"2, [1, 1]",3.0,16
"28, [48, 49]",2.0,12
"2, [33, 36]",1.0,13
"9, [41, 47]",2.0,5
"60, [11, 13]",1.0,16
"4, [31, 34]",1.0,20
"48, [26, 29]",12.0,19
"3, [31, 34]",1.0,5
"13, [28, 31]",6.0,12
"8, [33, 35]",3.0,10
"6, [32, 35]",2.0,12
"4, [18, 21]",1.0,20
"4, [35, 40]",1.0,20
"12, [12, 18]",2.0,9
"50, [14, 16]",4.0,17
"34, [28, 33]",3.0,17
"5, [11, 15]",1.0,5
"8, [14, 18]",2.0,12
"6, [33, 37]",2.0,11
"6, [6, 11]",1.0,12
"7, [48, 49]",4.0,16
"2, [41, 44]",1.0,17
"14, [34, 39]",3.0,12
"18, [44, 50]",4.0,14
"55, [25, 27]",21.0,14
"12, [6, 12]",3.0,8
"12, [38, 43]",3.0,14
"21, [18, 23]",4.0,5
"12, [33, 39]",3.0,5
"29, [31, 36]",1.0,8
"1, [39, 39]",1.0,6
"5, [6, 10]",2.0,18
"28, [25, 27]",13.0,7
"5, [24, 26]",3.0,13
"8, [32, 34]",3.0,5
"1, [21, 23]",1.0,7
"5, [29, 32]",3.0,6
"8, [46, 49]",3.0,14
"6, [18, 21]",4.0,15
"5, [33, 34]",3.0,7
"13, [40, 44]",3.0,
"1, [47, 47]",2.0,
"9, [39, 43]",3.0,
"6, [40, 42]",3.0,
"6, [31, 37]",1.0,
"2, [11, 14]",1.0,
"15, [27, 33]",6.0,
"2, [5, 5]",2.0,
"1, [19, 20]",1.0,
"13, [10, 11]",8.0,
"3, [46, 50]",1.0,
"6, [12, 16]",2.0,
"2, [6, 9]",1.0,
"6, [34, 36]",2.0,
"8, [24, 26]",3.0,
"4, [7, 8]",3.0,
"6, [28, 31]",8.0,
"4, [1, 1]",4.0,
"4, [20, 24]",1.0,
"15, [5, 8]",6.0,
"39, [6, 7]",2.0,
"3, [12, 15]",1.0,
"4, [45, 47]",4.0,
"21, [4, 9]",5.0,
"5, [1, 5]",1.0,
"3, [44, 47]",4.0,
"2, [11, 11]",2.0,
"6, [17, 22]",3.0,
"26, [4, 7]",8.0,
"9, [39, 42]",3.0,
"11, [39, 44]",2.0,
"8, [49, 50]",6.0,
"6, [32, 34]",2.0,
"3, [3, 4]",13.0,
"15, [27, 31]",5.0,
"16, [9, 15]",3.0,
"52, [43, 46]",2.0,
"25, [20, 20]",1.0,
"11, [9, 14]",3.0,
"2, [44, 48]",1.0,
"3, [20, 25]",1.0,
"1, [42, 42]",3.0,
"6, [15, 18]",3.0,
"3, [11, 13]",2.0,
"18, [47, 49]",2.0,
"42, [43, 47]",1.0,
"2, [43, 45]",1.0,
"21, [28, 31]",6.0,
"57, [39, 43]",3.0,
"41, [1, 3]",5.0,
"21, [3, 6]",6.0,
"1, [9, 11]",1.0,
"2, [35, 38]",1.0,
"37, [19, 22]",1.0,
"1, [15, 16]",1.0,
"3, [14, 19]",1.0,
"9, [26, 29]",3.0,
"6, [15, 18]",4.0,
"3, [36, 36]",3.0,
"55, [16, 20]",1.0,
"2, [20, 21]",1.0,
"19, [17, 21]",4.0,
"5, [44, 49]",1.0,
"3, [43, 46]",1.0,
"2, [19, 23]",1.0,
"9, [11, 15]",2.0,
"11, [40, 43]",3.0,
"1, [47, 48]",1.0,
"8, [35, 38]",2.0,
"5, [41, 46]",1.0,
"13, [42, 45]",3.0,
"4, [1, 1]",6.0,
"46, [37, 42]",3.0,
"10, [42, 46]",2.0,
"3, [28, 31]",1.0,
"61, [15, 18]",4.0,
"4, [46, 50]",2.0,
"5, [46, 50]",1.0,
"3, [9, 12]",1.0,
"2, [41, 42]",2.0,
"14, [16, 16]",1.0,
"2, [47, 50]",1.0,
"2, [19, 22]",1.0,
"11, [23, 25]",4.0,
"4, [32, 34]",2.0,
"3, [37, 41]",1.0,
"14, [27, 30]",8.0,
"3, [31, 36]",1.0,
"37, [14, 17]",3.0,
"1, [20, 22]",1.0,
"9, [27, 29]",2.0,
"6, [46, 48]",2.0,
"2, [36, 40]",1.0,
"4, [30, 34]",1.0,
"5, [34, 36]",2.0,
"3, [35, 37]",3.0,
"56, [18, 22]",1.0,
"2, [29, 31]",1.0,
"4, [13, 15]",4.0,
"8, [36, 40]",2.0,
"52, [18, 29]",1.0,
"22, [1, 12]",1.0,
"21, [13, 24]",3.0,
"24, [1, 12]",4.0,
