bidding_profile,contribution,demand
"44, [5, 7]",4.0,8
"91, [46, 48]",3.0,6
"4, [47, 50]",2.0,19
"16, [4, 9]",3.0,12
"40, [32, 38]",1.0,6
"82, [30, 35]",1.0,10
"2, [44, 47]",1.0,13
"3, [39, 41]",2.0,11
"4, [15, 18]",1.0,16
"104, [15, 18]",3.0,20
"3, [15, 18]",1.0,19
"1, [12, 14]",1.0,7
"65, [26, 29]",4.0,20
"1, [22, 22]",2.0,8
"14, [25, 29]",4.0,12
"9, [23, 25]",5.0,10
"6, [29, 31]",3.0,19
"28, [13, 16]",4.0,7
"8, [28, 31]",4.0,8
"129, [40, 44]",13.0,20
"128, [31, 34]",2.0,16
"3, [43, 45]",2.0,10
"9, [2, 6]",4.0,12
"9, [19, 22]",4.0,7
"7, [3, 9]",1.0,11
"10, [29, 32]",3.0,10
"5, [29, 33]",1.0,5
"3, [6, 9]",1.0,6
"15, [23, 29]",3.0,13
"18, [37, 40]",5.0,12
"19, [3, 6]",6.0,11
"8, [25, 29]",2.0,6
"1, [36, 36]",3.0,14
"30, [22, 26]",7.0,7
"6, [18, 23]",1.0,10
"9, [31, 36]",2.0,15
"85, [39, 43]",2.0,19
"1, [42, 44]",1.0,16
"18, [34, 37]",5.0,5
"38, [26, 29]",1.0,20
"2, [45, 45]",3.0,11
"147, [37, 40]",8.0,14
"4, [30, 34]",2.0,18
"5, [5, 9]",1.0,9
"2, [18, 19]",1.0,20
"58, [45, 49]",2.0,10
"10, [34, 38]",2.0,18
"2, [28, 30]",1.0,6
"3, [27, 29]",1.0,19
"3, [26, 31]",1.0,7
"7, [33, 38]",3.0,
"7, [5, 6]",4.0,
"3, [27, 28]",4.0,
"4, [6, 8]",2.0,
"6, [46, 48]",2.0,
"3, [42, 45]",1.0,
"4, [34, 35]",2.0,
"8, [30, 33]",2.0,
"4, [1, 6]",1.0,
"76, [44, 47]",3.0,
"3, [32, 35]",2.0,
"20, [9, 12]",5.0,
"18, [33, 35]",6.0,
"27, [23, 26]",7.0,
"118, [21, 21]",6.0,
"3, [44, 46]",2.0,
"1, [4, 6]",6.0,
"3, [42, 45]",1.0,
"10, [43, 48]",4.0,
"16, [2, 5]",4.0,
"5, [4, 8]",1.0,
"2, [26, 28]",2.0,
"2, [27, 27]",2.0,
"1, [4, 4]",1.0,
"116, [29, 33]",1.0,
"4, [11, 14]",1.0,
"6, [11, 14]",2.0,
"7, [29, 34]",2.0,
"7, [1, 4]",5.0,
"7, [44, 49]",2.0,
"2, [44, 44]",3.0,
"6, [35, 40]",3.0,
"3, [18, 22]",1.0,
"2, [43, 46]",1.0,
"15, [41, 44]",5.0,
"6, [8, 9]",4.0,
"3, [21, 24]",1.0,
"119, [24, 28]",6.0,
"12, [5, 7]",4.0,
"5, [33, 34]",6.0,
"5, [2, 4]",5.0,
"20, [24, 27]",7.0,
"145, [21, 23]",6.0,
"9, [15, 18]",3.0,
"5, [29, 31]",2.0,
"2, [36, 38]",1.0,
"27, [45, 49]",5.0,
"6, [1, 3]",4.0,
"28, [20, 23]",9.0,
"1, [18, 19]",1.0,
"4, [17, 21]",1.0,
"35, [20, 21]",9.0,
"1, [19, 19]",1.0,
"9, [28, 32]",3.0,
"7, [19, 22]",3.0,
"8, [27, 30]",3.0,
"5, [24, 29]",2.0,
"17, [15, 21]",3.0,
"45, [1, 6]",8.0,
"7, [6, 10]",4.0,
"11, [5, 8]",3.0,
"17, [45, 48]",8.0,
"50, [41, 45]",2.0,
"26, [46, 49]",7.0,
"7, [11, 15]",2.0,
"1, [34, 34]",3.0,
"3, [48, 50]",2.0,
"8, [7, 12]",4.0,
"14, [36, 40]",3.0,
"91, [35, 41]",5.0,
"13, [20, 26]",5.0,
"3, [37, 42]",1.0,
"2, [48, 50]",1.0,
"10, [43, 47]",2.0,
"10, [29, 32]",3.0,
"48, [16, 22]",1.0,
"1, [38, 39]",5.0,
"2, [6, 9]",1.0,
"99, [7, 8]",3.0,
"4, [16, 19]",1.0,
"19, [33, 36]",5.0,
"4, [42, 46]",1.0,
"1, [21, 23]",1.0,
"3, [18, 20]",1.0,
"17, [20, 24]",4.0,
"11, [14, 17]",3.0,
"5, [13, 16]",3.0,
"2, [11, 14]",1.0,
"63, [38, 43]",3.0,
"25, [23, 27]",7.0,
"111, [10, 15]",25.0,
"6, [11, 13]",2.0,
"22, [20, 25]",4.0,
"23, [2, 5]",7.0,
"6, [26, 30]",3.0,
"12, [3, 7]",4.0,
"9, [46, 50]",2.0,
"99, [7, 9]",1.0,
"1, [11, 13]",1.0,
"8, [13, 16]",3.0,
"68, [21, 32]",8.0,
