bidding_profile,contribution,demand
"19, [2, 6]",4.0,20
"42, [3, 3]",11.0,11
"1, [8, 10]",1.0,6
"7, [8, 10]",3.0,15
"17, [7, 10]",7.0,19
"5, [4, 8]",3.0,14
"4, [5, 7]",2.0,19
"47, [5, 7]",9.0,11
"60, [2, 4]",10.0,16
"1, [5, 6]",9.0,14
"20, [2, 5]",15.0,
"20, [4, 6]",11.0,
"11, [4, 5]",7.0,
"40, [2, 3]",1.0,
"24, [1, 3]",9.0,
"2, [10, 10]",4.0,
"4, [8, 9]",3.0,
"9, [6, 7]",8.0,
"6, [6, 7]",8.0,
"34, [9, 10]",3.0,
"24, [5, 7]",9.0,
"48, [1, 3]",16.0,
"40, [1, 3]",5.0,
"32, [1, 3]",14.0,
"1, [9, 10]",2.0,
"21, [3, 6]",11.0,
"10, [1, 2]",6.0,
"3, [9, 10]",4.0,
"47, [9, 10]",4.0,
"6, [5, 7]",5.0,
"31, [6, 10]",8.0,
