bidding_profile,contribution,demand
"2, [1, 3]",1.0,5
"14, [13, 15]",5.0,8
"17, [12, 15]",9.0,7
"28, [14, 19]",9.0,12
"8, [17, 20]",2.0,11
"1, [6, 6]",1.0,11
"7, [1, 5]",2.0,6
"10, [3, 7]",2.0,13
"67, [2, 7]",2.0,10
"6, [18, 20]",2.0,20
"77, [3, 3]",1.0,19
"2, [6, 7]",1.0,18
"16, [8, 10]",6.0,14
"1, [17, 17]",1.0,7
"9, [1, 6]",2.0,15
"10, [8, 12]",5.0,19
"2, [5, 7]",1.0,19
"15, [1, 4]",2.0,13
"56, [6, 6]",2.0,20
"9, [7, 12]",2.0,9
"28, [14, 17]",7.0,
"3, [14, 16]",1.0,
"1, [5, 6]",1.0,
"5, [17, 19]",8.0,
"44, [15, 20]",8.0,
"2, [19, 20]",1.0,
"2, [1, 1]",2.0,
"1, [5, 7]",1.0,
"6, [1, 6]",1.0,
"6, [13, 18]",2.0,
"2, [3, 3]",2.0,
"2, [4, 8]",1.0,
"9, [16, 20]",8.0,
"29, [17, 20]",8.0,
"15, [11, 13]",10.0,
"1, [5, 7]",1.0,
"26, [1, 4]",2.0,
"3, [6, 9]",2.0,
"14, [4, 10]",1.0,
"72, [8, 11]",3.0,
"2, [17, 17]",2.0,
"72, [1, 1]",2.0,
"8, [17, 20]",5.0,
"5, [7, 11]",1.0,
"16, [12, 14]",13.0,
"2, [1, 2]",2.0,
"4, [1, 5]",2.0,
"16, [10, 13]",4.0,
"3, [1, 4]",1.0,
"5, [2, 6]",1.0,
"3, [8, 10]",2.0,
"5, [7, 9]",2.0,
"2, [2, 4]",2.0,
"10, [14, 16]",7.0,
"24, [14, 17]",10.0,
"21, [10, 11]",14.0,
"56, [4, 8]",2.0,
"2, [7, 12]",1.0,
"66, [13, 18]",3.0,
"41, [15, 20]",8.0,
"32, [13, 20]",10.0,
"4, [1, 8]",1.0,
"6, [2, 9]",2.0,
