bidding_profile,contribution,demand
"53, [14, 18]",11.0,8
"48, [5, 10]",9.0,11
"105, [1, 4]",1.0,6
"8, [18, 19]",8.0,16
"38, [12, 14]",11.0,5
"2, [10, 12]",1.0,11
"12, [1, 6]",3.0,7
"5, [3, 5]",2.0,12
"34, [14, 15]",14.0,9
"91, [9, 14]",1.0,8
"4, [3, 7]",1.0,19
"5, [6, 10]",2.0,8
"1, [8, 9]",1.0,13
"38, [14, 17]",14.0,20
"22, [13, 17]",10.0,11
"20, [17, 19]",10.0,10
"86, [11, 12]",25.0,16
"82, [12, 15]",22.0,17
"1, [15, 17]",1.0,6
"9, [19, 20]",6.0,8
"10, [6, 10]",2.0,
"11, [11, 11]",18.0,
"3, [2, 5]",2.0,
"84, [14, 20]",16.0,
"97, [16, 20]",4.0,
"5, [16, 19]",3.0,
"46, [2, 4]",1.0,
"6, [1, 4]",4.0,
"6, [19, 20]",4.0,
"2, [9, 14]",1.0,
"4, [1, 4]",1.0,
"17, [13, 14]",12.0,
"3, [3, 4]",2.0,
"17, [5, 6]",9.0,
"47, [1, 3]",1.0,
"2, [1, 1]",4.0,
"6, [6, 8]",4.0,
"14, [2, 8]",3.0,
"42, [12, 15]",12.0,
"94, [8, 10]",1.0,
"3, [8, 13]",1.0,
"15, [1, 5]",4.0,
"1, [9, 10]",1.0,
"3, [8, 13]",1.0,
"4, [17, 17]",5.0,
"2, [18, 18]",6.0,
"4, [2, 7]",2.0,
"33, [13, 17]",10.0,
"5, [19, 20]",3.0,
"5, [7, 9]",2.0,
"2, [9, 10]",1.0,
"58, [15, 19]",14.0,
"1, [8, 10]",1.0,
"84, [13, 15]",16.0,
"30, [18, 19]",1.0,
"9, [13, 17]",5.0,
"6, [13, 15]",4.0,
"19, [16, 17]",11.0,
"43, [4, 7]",11.0,
"76, [1, 2]",3.0,
"60, [7, 14]",1.0,
"78, [12, 19]",11.0,
"15, [13, 20]",3.0,
