bidding_profile,contribution,demand
"6, [18, 20]",3.0,10
"103, [15, 20]",18.0,16
"9, [8, 10]",9.0,18
"2, [20, 20]",2.0,10
"9, [8, 9]",5.0,20
"4, [18, 19]",3.0,15
"5, [18, 20]",2.0,9
"3, [1, 4]",2.0,19
"21, [7, 8]",1.0,5
"2, [19, 20]",2.0,18
"35, [14, 18]",13.0,11
"8, [5, 6]",8.0,9
"17, [16, 18]",16.0,20
"5, [5, 9]",1.0,20
"3, [12, 12]",3.0,8
"8, [17, 19]",6.0,11
"1, [19, 19]",1.0,20
"11, [17, 20]",5.0,8
"15, [9, 14]",6.0,16
"3, [4, 10]",1.0,5
"7, [1, 3]",5.0,
"16, [8, 12]",6.0,
"1, [1, 3]",4.0,
"18, [3, 8]",3.0,
"3, [1, 1]",3.0,
"71, [18, 20]",4.0,
"5, [17, 17]",11.0,
"43, [17, 20]",12.0,
"65, [8, 11]",5.0,
"31, [16, 19]",10.0,
"54, [1, 3]",4.0,
"21, [5, 6]",9.0,
"16, [2, 5]",4.0,
"5, [9, 10]",5.0,
"3, [1, 3]",1.0,
"1, [19, 20]",1.0,
"3, [7, 8]",3.0,
"13, [10, 12]",5.0,
"10, [18, 19]",5.0,
"6, [11, 14]",2.0,
"77, [6, 9]",3.0,
"2, [4, 5]",1.0,
"2, [4, 7]",1.0,
"56, [16, 19]",18.0,
"4, [16, 20]",1.0,
"10, [8, 11]",4.0,
"11, [8, 11]",3.0,
"13, [9, 14]",3.0,
"7, [1, 5]",4.0,
"97, [12, 17]",2.0,
"18, [9, 10]",9.0,
"1, [14, 17]",25.0,
"8, [1, 3]",5.0,
"2, [19, 20]",1.0,
"86, [13, 15]",31.0,
"78, [11, 13]",3.0,
"12, [9, 12]",4.0,
"7, [18, 20]",7.0,
"6, [1, 4]",3.0,
"18, [3, 7]",4.0,
