bidding_profile,contribution,demand
"25, [19, 20]",5.0,12
"4, [14, 19]",2.0,19
"2, [15, 15]",2.0,18
"5, [4, 7]",3.0,9
"7, [9, 10]",10.0,12
"6, [1, 3]",4.0,20
"4, [14, 16]",2.0,10
"15, [4, 7]",4.0,8
"29, [15, 20]",1.0,16
"15, [1, 4]",4.0,20
"22, [5, 8]",6.0,12
"15, [10, 14]",3.0,9
"3, [5, 8]",1.0,10
"5, [15, 18]",2.0,13
"29, [18, 20]",3.0,15
"6, [3, 3]",6.0,7
"3, [1, 5]",1.0,15
"35, [16, 20]",2.0,10
"9, [8, 11]",3.0,7
"39, [13, 15]",6.0,14
"5, [5, 9]",1.0,
"17, [4, 8]",5.0,
"9, [14, 19]",2.0,
"13, [3, 7]",7.0,
"7, [18, 20]",5.0,
"3, [14, 17]",1.0,
"13, [13, 15]",6.0,
"15, [2, 6]",9.0,
"4, [14, 17]",1.0,
"5, [7, 11]",2.0,
"4, [13, 17]",1.0,
"12, [5, 8]",6.0,
"3, [4, 7]",2.0,
"15, [13, 18]",1.0,
"4, [4, 5]",7.0,
"4, [19, 20]",2.0,
"23, [10, 13]",1.0,
"33, [6, 11]",4.0,
"2, [19, 20]",2.0,
"25, [16, 18]",2.0,
"28, [1, 5]",6.0,
"4, [1, 4]",1.0,
"10, [15, 19]",2.0,
"6, [5, 7]",4.0,
"19, [6, 11]",5.0,
"3, [18, 20]",1.0,
"8, [1, 3]",6.0,
"7, [1, 3]",1.0,
"24, [2, 5]",6.0,
"1, [18, 20]",1.0,
"8, [16, 19]",2.0,
"33, [17, 20]",4.0,
"1, [14, 14]",1.0,
"9, [11, 15]",2.0,
"21, [17, 20]",6.0,
"4, [7, 10]",3.0,
"3, [2, 7]",1.0,
"6, [4, 7]",2.0,
"2, [17, 20]",1.0,
"4, [14, 17]",2.0,
"7, [1, 8]",1.0,
"11, [6, 13]",3.0,
