bidding_profile,contribution,demand
"2, [1, 3]",1.0,9
"16, [18, 20]",6.0,11
"2, [19, 19]",2.0,13
"55, [1, 3]",3.0,16
"5, [1, 3]",3.0,20
"7, [15, 17]",3.0,14
"12, [10, 15]",4.0,18
"63, [2, 8]",2.0,19
"5, [1, 3]",2.0,9
"16, [13, 16]",4.0,12
"9, [14, 19]",2.0,15
"49, [5, 7]",24.0,14
"8, [1, 6]",3.0,18
"28, [12, 16]",6.0,15
"78, [8, 11]",11.0,15
"47, [3, 6]",1.0,16
"3, [1, 3]",1.0,11
"19, [11, 14]",6.0,10
"6, [16, 18]",2.0,16
"3, [1, 3]",1.0,5
"7, [10, 11]",7.0,
"15, [4, 9]",4.0,
"1, [19, 19]",1.0,
"52, [6, 9]",4.0,
"3, [3, 6]",1.0,
"4, [14, 16]",2.0,
"28, [11, 16]",6.0,
"7, [12, 16]",3.0,
"72, [7, 11]",2.0,
"36, [13, 13]",2.0,
"3, [1, 2]",2.0,
"9, [11, 15]",2.0,
"34, [18, 20]",12.0,
"15, [12, 15]",1.0,
"44, [10, 15]",9.0,
"9, [10, 11]",5.0,
"4, [1, 4]",1.0,
"40, [9, 12]",9.0,
"2, [1, 4]",1.0,
"1, [14, 14]",1.0,
"4, [4, 5]",3.0,
"73, [10, 13]",7.0,
"4, [1, 4]",2.0,
"2, [2, 3]",1.0,
"24, [18, 20]",13.0,
"3, [13, 15]",1.0,
"3, [1, 3]",1.0,
"27, [14, 19]",6.0,
"9, [4, 6]",3.0,
"14, [4, 7]",4.0,
"53, [8, 12]",16.0,
"4, [12, 15]",2.0,
"52, [17, 20]",13.0,
"28, [18, 20]",12.0,
"4, [13, 19]",1.0,
"1, [6, 7]",1.0,
"15, [13, 15]",6.0,
"3, [1, 3]",3.0,
"62, [11, 12]",6.0,
"12, [18, 20]",5.0,
