bidding_profile,contribution,demand
"3, [8, 11]",1.0,11
"4, [8, 12]",1.0,10
"28, [13, 15]",11.0,14
"2, [2, 4]",1.0,7
"33, [13, 14]",18.0,7
"13, [1, 2]",7.0,20
"11, [3, 6]",9.0,11
"2, [17, 17]",2.0,13
"152, [9, 10]",1.0,11
"106, [18, 20]",2.0,9
"1, [6, 8]",1.0,18
"3, [7, 10]",1.0,20
"15, [6, 7]",1.0,7
"51, [15, 20]",9.0,5
"2, [9, 12]",1.0,8
"4, [17, 17]",1.0,10
"1, [1, 1]",1.0,14
"25, [3, 8]",8.0,11
"47, [15, 20]",10.0,20
"31, [17, 20]",4.0,12
"136, [8, 11]",1.0,
"32, [14, 17]",10.0,
"36, [13, 16]",19.0,
"40, [3, 7]",9.0,
"2, [18, 20]",2.0,
"3, [1, 2]",4.0,
"62, [14, 14]",4.0,
"2, [18, 19]",2.0,
"50, [4, 9]",9.0,
"8, [15, 17]",8.0,
"4, [19, 20]",2.0,
"2, [10, 11]",1.0,
"2, [9, 14]",1.0,
"21, [11, 12]",14.0,
"3, [8, 11]",1.0,
"3, [17, 20]",1.0,
"2, [9, 10]",1.0,
"144, [10, 14]",1.0,
"8, [15, 18]",2.0,
"1, [17, 17]",2.0,
"50, [4, 5]",6.0,
"2, [1, 1]",3.0,
"5, [7, 11]",1.0,
"42, [4, 10]",6.0,
"6, [16, 18]",4.0,
"2, [9, 12]",1.0,
"4, [9, 15]",1.0,
"25, [12, 13]",21.0,
"4, [10, 14]",1.0,
"2, [7, 10]",1.0,
"2, [2, 3]",1.0,
"28, [3, 6]",8.0,
"18, [3, 5]",8.0,
"8, [1, 2]",5.0,
"38, [6, 10]",1.0,
"2, [9, 10]",1.0,
"140, [17, 20]",4.0,
"6, [13, 14]",5.0,
"1, [9, 9]",1.0,
"12, [2, 6]",3.0,
"92, [13, 20]",19.0,
